"id";"updatedAt";"createdAt";"name";"description";"abvAvg";"abvMax";"abvMin";"ebcAvg";"ebcMax";"ebcMin";"tasteFruity";"tasteBitter";"tasteIntensity";"tasteSour";"tasteSweet";"originId";"originName";"categoryId";"categoryName";"biabCategoryId";"biabCategoryName"
"495";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Cream Ale";"Een clean, goed vergist en smaakvol Amerikaans bier waarbij balans tussen mout en hop van belang is. Makkelijk drinkbaar en verfrissend, denk aan pils maar dan met meer smaak.";"4";"5.6";"4.2";"7";"10";"5";"2";"3";"3";"0";"3";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"498";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Imperial Brown Ale";"Een zwaardere variant van de klassieke brown ale; bruin bovengistend bier, oorsprong ligt in Engeland. De smaak is zoet met een klein bittertje, minimale hoppigheid en karamel/toffee tonen in geur en smaak.";"7";"9.0";"5.5";"45";"55";"35";"5";"5";"6";"0";"6";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"501";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Kvass";"Is ontstaan in Rusland en Oost-Europa en wordt gemaakt met water, roggemeel en mout (de basis van roggebrood) wat vervolgens vergist wordt. Er zit een gematigde hoeveelheid koolzuur in en is alcoholvrij- of arm. De smaak is licht brood-achtig en er wordt vaak fruit aan kvass toegevoegd.";"0";"1.0";"0.0";"10";"15";"5";"3";"2";"5";"3";"1";"234";"Rusland";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"504";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Schwarzbier";"Een donkere Duitse ondergister met een fijne balans tussen geroosterde moutsmaken (maar niet ""in your face"" geroosterd) en hopbitterheid. Omdat de body licht is en er geen intens geroosterde smaken aanwezig zijn, is dit bier eenvoudig doordrinkbaar.";"4";"5.4";"4.4";"46";"59";"34";"1";"5";"4";"0";"2";"7";"Duitsland";"492";"Donkergekleurd, laag alcohol";"18";"Intens & Uitdagend"
"507";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Rootbier";"Een zoet, Amerikaans alcoholarm of alcoholvrij ""bier"" wat wordt geproduceerd uit de wortels van de sassafras-boom.";"1";"2.5";"0.0";"41";"59";"24";"5";"4";"4";"2";"4";"1";"Amerika";"492";"Donkergekleurd, laag alcohol";"24";"Donker & Elegant"
"510";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"APA";"Een licht, verfrissend en hoppig bier, wel met voldoende moutigheid om het bier de juiste balans mee te geven. De fruitige Amerikaanse en ""New World"" hoppen geven het bier haar karakteristieke smaak en aroma's. Een Pale Ale is van gemiddeld alcoholpercentage, waardoor het wat toegankelijker is dan de Amerikaanse IPA.";"5";"6.2";"4.5";"15";"20";"10";"6";"5";"4";"0";"2";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"513";"2021-02-25 11:09:19 +0100";"2021-02-22 13:51:14 +0100";"Red Lager";"Een andere naam voor een Amber Lager; Een droge, moutige, amberkleurige lager met geuren en smaken van karamel en een beetje toast. De bitterheid is laag en op de achtergrond. Het bier is fijn en makkelijk doordrinkbaar.";"5";"6.0";"4.6";"21";"28";"14";"1";"5";"4";"0";"3";"25";"Internationaal";"483";"Lichtgekleurd, laag alcohol";"24";"Donker & Elegant"
"516";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Grisette";"Een bitterdere en lager alcoholische variant van de saison; lichtgekleurd en droog Belgisch bier. Het bier is verfrissend, redelijk bitter, niet te hoog in alcohol en heeft flink wat koolzuur. De gebruikte gist is fruitig/kruidig, en om dit te complementeren worden vaak aanvullende kruiden gebruikt.";"4";"5.5";"3.5";"17";"25";"10";"4";"6";"6";"1";"3";"31";"België";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"519";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"NETIPA";"Een zwaardere variant op de Double New England IPA (romig, blond, niet te bitter en enorm fruitig hoppig) waarbij meer hop is gebruikt en het alcoholpercentage nog hoger ligt dan bij de Double New England IPA.";"11";"13.0";"10.0";"19";"24";"14";"9";"2";"8";"0";"7";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"6";"Fris & Fruitig"
"522";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Baltic Porter";"De Scandinavische interpretatie van de porter; Een donkergekleurd moutig bier waarbij de basis van de smaak uit de mouten komt; lichte roast-tonen en karamel. Het bier is mooi vol en soepel. Deze variant wordt vaak met lagergist gebrouwen, zal minder roast-tonen hebben dan de gemiddelde porter en is wat hoger in alcohol.";"7";"8.5";"6.5";"46";"59";"34";"2";"4";"6";"0";"5";"231";"Scandinavië";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"525";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Adambier";"Een zwaar, hoppig donker bier wat zuur mag zijn. Traditioneel is dit bier (licht) rokerig. Deze bieren zijn er ook met toevoegingen van fruit, en/of vatgerijpt.";"10";"11.0";"9.0";"49";"69";"30";"5";"4";"8";"3";"7";"7";"Duitsland";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"528";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Imperial Pale Ale";"Een lastig te definieren stijl, die ergens tussen een American Pale Ale, een American IPA en een Double IPA in zit. Vaak wat beter doordrinkbaar dan de IPA's, een zwaardere variant van de American Pale Ale; een licht, verfrissend en hoppig bier, wel met voldoende moutigheid om het bier de juiste balans mee te geven. De fruitige Amerikaanse en ""New World"" hoppen geven het bier haar karakteristieke smaak en aroma's. Een Pale Ale is van gemiddeld alcoholpercentage, waardoor het wat toegankelijker is dan de Amerikaanse IPA.";"9";"10.6";"7.6";"11";"18";"4";"6";"5";"6";"0";"2";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"15";"Bitter & Growl"
"531";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Kombucha";"Kombucha is aangezoete groene of zwarte thee gefermenteerd door een bacteriecultuur (een SCOBY). De smaak is zurig en droog en doet nog zeker aan de thee denken waar het van gemaakt is.";"0";"0.5";"0.0";"22";"40";"5";"3";"5";"5";"5";"0";"237";"China";"480";"Overige stijlen of fermentaties";"27";"Overig"
"534";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Lager";"Een lichtgekleurde lager die niet in een specifieke stijlcategorie vallen.";"5";"6.0";"4.6";"8";"12";"4";"1";"5";"3";"0";"2";"25";"Internationaal";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"537";"2021-02-25 11:09:21 +0100";"2021-02-22 13:51:15 +0100";"Lichte Weizen";"Een laag-alcoholische variant van de weizen; bovengistend Duits tarwebier met uitgesproken fruitige smaken van de gist die vaak met banaan geassocieerd worden. Verder is kruidnagel vaak waarneembaar. Het bier is fris, troebel van de gebruikte tarwe en eenvoudig drinkbaar.";"3";"4.5";"2.5";"15";"25";"6";"6";"2";"4";"1";"3";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"540";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Tsjechisch Pils";"Een fris, verfrissend licht hoppig en licht moutig bier, waarbij deze variant komt uit Tsjechië. Gebrouwen met lager-gist, wat een ""cleane"" smaak geeft, waardoor de smaken van mout en hop mooi naar voren komen. Blond, helder en gemakkelijk doordrinkbaar. Kenmerkend aan het Tsjechische pils is de flinke hoppigheid en de bijbehorende hopbitter.";"5";"5.8";"4.2";"9";"12";"7";"1";"6";"4";"0";"1";"34";"Tsjechië";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"543";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Happoshu";"Een Japanse bierstijl ontstaan door het Japanse belastingsysteem; als men minder dan 67% mout gebruikt, valt de drank in een andere belastingcategorie. Tegenwoordig hebben de meeste happoshu's nog minder dan 25% mout in de totale hoeveelheid ingredienten.";"3";"6.0";"1.5";"8";"15";"2";"1";"3";"2";"0";"2";"46";"Japan";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"546";"2021-02-25 11:08:53 +0100";"2021-02-22 13:51:15 +0100";"Gerookt bier";"Een bier gebrouwen in de eigen stijl waar rookmout aan is toegevoegd, waardoor rook een toevoeging wordt aan het bestaande smakenpallet. Niet te verwarren met het klassieke Duitse rauchbier.";"7";"12.0";"2.5";"51";"99";"4";"1";"5";"8";"2";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"18";"Intens & Uitdagend"
"549";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Black & Tan";"Een blend van een stout en een IPA.";"7";"10.0";"5.0";"55";"100";"10";"6";"6";"8";"0";"6";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"15";"Bitter & Growl"
"552";"2021-02-25 11:08:53 +0100";"2021-02-22 13:51:15 +0100";"Kruidenbier";"Een verzamelnaam voor allerhande bieren waar kruiden aan zijn toegevoegd. De smaak en intensiteit is sterk afhankelijk van het gebruikte basisbier en het kruid wat is toegevoegd.";"7";"15.0";"0.0";"52";"100";"4";"5";"5";"5";"2";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"27";"Overig"
"555";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Iced Cider";"Een versterkte variant op de standaard cider; een drank van vergiste sap van appels. De smaak varieert vaak door het gebruikte appelras, de gebruikte gist en het proces. Door vriesdestillatie of het toevoegen van suiker, wordt een hoger alcoholpercentage bereikt.";"10";"13.0";"7.0";"12";"20";"4";"4";"3";"7";"3";"9";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"21";"Donker & Rijk"
"558";"2021-02-22 13:51:15 +0100";"2021-02-22 13:51:15 +0100";"Tarwewijn";"Een variant op de barleywine waar voor een groot deel tarwe is gebruikt. Een pallet van smaken met veel moutigheid en andere intense smaken. Dik en stroperige body, alcoholwarmend en een prettige fruitige/hoppige toets. Een zwaar bier om rustig van te genieten.";"10";"12.0";"8.0";"23";"30";"16";"2";"4";"7";"1";"8";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"21";"Donker & Rijk"
"561";"2021-02-22 13:51:16 +0100";"2021-02-22 13:51:16 +0100";"White Stout";"Eigenlijk is dit geen stout, maar een blond bier. In een white stout worden de smaken van een stout geïmiteerd door ingrediënten toe te voegen die die smaken in zich hebben. Hierbij moet je denken aan koffie, cacaobonen, tonkabonen, etc. De kleur van het bier is dus blond, maar de smaak zal enigszins richting die van een stout gaan.";"6";"6.5";"5.5";"12";"20";"4";"2";"4";"5";"0";"3";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"3";"Blond & Krachtig"
"564";"2021-02-22 13:51:16 +0100";"2021-02-22 13:51:16 +0100";"Märzen";"Een gemakkelijk doordrinkbare Duitse lager waarbij de moutige en geroosterd brood-achtige smaak en geur zeer aanwezig is. De aanwezigheid van hoppen is in de geur en smaak niet te merken, maar het bier heeft wel een matige hopbitterheid. De hoofdsmaak is zoetig met een kleine bitter, de afdronk droog.";"6";"6.3";"5.8";"25";"34";"16";"1";"3";"3";"0";"1";"7";"Duitsland";"486";"Lichtgekleurd, hoog alcohol";"24";"Donker & Elegant"
"567";"2021-02-25 11:15:43 +0100";"2021-02-22 13:51:16 +0100";"Cider - spiced";"Een variant op de standaard cider; een drank van vergiste sap van appels. De smaak varieert vaak door het gebruikte appelras, de gebruikte gist en het proces. Aan deze variant is kruiden of hop toegevoegd om de smaak van de cider te complimenteren.";"7";"9.0";"6.0";"12";"20";"4";"5";"3";"5";"2";"2";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"570";"2021-02-22 13:51:16 +0100";"2021-02-22 13:51:16 +0100";"Old Ale";"Een traditioneel Britse bovengistende stijl met een amber- tot koperkleur. De hoofdsmaak is karamelmoutig, tonen van brood en honing. Verder ruik en proef je rood (gedroogd) fruit zoals rozijnen, vijgen en dadels. Het is een vol en zwaar bier waar je rustig van drinkt.";"7";"9.0";"5.5";"32";"44";"20";"5";"4";"7";"2";"8";"19";"Groot Brittanië";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"573";"2021-02-22 13:51:16 +0100";"2021-02-22 13:51:16 +0100";"Meerts";"Een relatief onbekend biertype. Biere de Mars wordt geproduceerd van de tweede of derde afloop van lambiek, ook wel meerts genoemd. Hierdoor is het blond, laag in alcohol, en zeer verfrissend.";"4";"6.0";"2.0";"8";"12";"4";"5";"1";"7";"7";"1";"31";"België";"483";"Lichtgekleurd, laag alcohol";"12";"Wild & Zuur"
"576";"2021-03-09 12:03:05 +0100";"2021-02-22 13:51:16 +0100";"Pils";"Een fris, verfrissend licht hoppig en licht moutig bier. Gebrouwen met lager-gist, wat een ""cleane"" smaak geeft, waardoor de smaken van mout en hop mooi naar voren komen. Blond, helder en gemakkelijk doordrinkbaar.";"5";"5.8";"4.4";"8";"12";"4";"1";"5";"4";"0";"1";"25";"Internationaal";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"579";"2021-02-25 11:09:23 +0100";"2021-02-22 13:51:16 +0100";"Saison - overig";"Een verzamelnaam voor klassiek gebrouwen ""boerderijbieren"", bieren die in kleine landelijke schaal gebrouwen worden (denk aan verschillende Saisons, Kveiks en Sahti's).";"6";"9.5";"3.5";"24";"44";"4";"5";"3";"5";"2";"4";"31";"België";"486";"Lichtgekleurd, hoog alcohol";"6";"Fris & Fruitig"
"582";"2021-02-22 13:51:16 +0100";"2021-02-22 13:51:16 +0100";"Radler";"Een mix tussen licht blond bier en limonade. Vroeger werd deze mix gemaakt om de scherpe randjes van het bier af te halen of smaakafwijkingen te verbloemen.";"1";"3.0";"0.0";"10";"16";"4";"5";"2";"3";"1";"8";"7";"Duitsland";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"585";"2021-03-09 12:05:14 +0100";"2021-02-22 13:51:16 +0100";"Saison";"Een lichtgekleurd en droog Belgisch bier. Het bier is verfrissend, redelijk bitter, niet te hoog in alcohol en heeft flink wat koolzuur. De gebruikte gist is fruitig/kruidig, en om dit te complementeren worden vaak aanvullende kruiden gebruikt.";"6";"9.5";"3.5";"27";"44";"10";"5";"3";"5";"2";"4";"31";"België";"486";"Lichtgekleurd, hoog alcohol";"6";"Fris & Fruitig"
"588";"2021-02-22 13:51:16 +0100";"2021-02-22 13:51:16 +0100";"Farmhouse IPA";"Een variant op de standaard IPA (droog, blond, bitter en hoppig) waar een farmhouse ale-gist gebruikt is. Hierdoor is de IPA iets droger en iets fruitiger dan zijn gewone broertje.";"7";"8.5";"5.5";"20";"30";"10";"8";"5";"7";"2";"2";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"15";"Bitter & Growl"
"591";"2021-02-22 13:51:16 +0100";"2021-02-22 13:51:16 +0100";"Pastrystout";"Een Imperial Stout waarbij een toetje wordt nagebootst. De hoofdingrediënten van dat dessert worden dan aan het bier toegevoegd. Daarnaast is een pastrystout vaak erg zoet, om het gevoel van een dessert na te bootsen. Verder is het dus een gitzwart bier met intens geroosterde moutige smaken zoals koffie, cacao, geroosterd brood en karamel. In een pastrystout zal je merken dat de toevoegingen (ook wel adjuncts genoemd) de overhand nemen in de smaak, waardoor de smaak niet altijd in balans is. Dat is oke in deze stijl. De body is zeer vol en de alcohol verwarmt.";"10";"12.0";"8.0";"79";"99";"59";"2";"2";"9";"0";"10";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"594";"2021-02-25 11:09:23 +0100";"2021-02-22 13:51:16 +0100";"Belgisch Goudblond";"Een blond bier van gemiddelde sterkte, de complexiteit van de Belgische gist is duidelijk aanwezig, dan ruik en proef je aan het subtiele kruidig/fruitige aroma. Heeft een lichte moutige zoetigheid, body is goed doordrinkbaar en het bier trekt droog weg.";"6";"7.5";"6.0";"11";"14";"8";"4";"4";"4";"1";"5";"31";"België";"486";"Lichtgekleurd, hoog alcohol";"3";"Blond & Krachtig"
"597";"2021-02-25 11:08:57 +0100";"2021-02-22 13:51:16 +0100";"Traditionele Cider";"Een cider is een drank van vergiste sap van appels. De smaak varieert vaak door het gebruikte appelras, de gebruikte gist en het proces.";"7";"9.0";"6.0";"12";"20";"4";"5";"3";"5";"2";"2";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"600";"2021-02-22 13:51:17 +0100";"2021-02-22 13:51:17 +0100";"Sour";"Zuur bier wat niet in een specifieke stijl valt in te delen. Het bier is zuur door gebruik van zuurmout, melkzuur(bacteriën), specifieke gistculturen of kettle souring.";"7";"12.0";"2.5";"51";"99";"4";"5";"3";"9";"7";"1";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"12";"Wild & Zuur"
"603";"2021-02-25 11:08:58 +0100";"2021-02-22 13:51:17 +0100";"Speciaal Graan";"Een verzamelcategorie voor allerhande bieren die met afwijkende granen gebrouwen worden.";"7";"15.0";"0.0";"52";"100";"4";"5";"5";"5";"2";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"27";"Overig"
"606";"2021-02-22 13:51:17 +0100";"2021-02-22 13:51:17 +0100";"Lentebock";"Een ondergistend blond tot amberkleurig bier met een fijn brood-achtig moutig aroma en subtiele kruidige en grassige toetsen van klassieke nobelhoppen.";"6";"7.4";"6.3";"24";"35";"14";"3";"3";"4";"0";"3";"7";"Duitsland";"486";"Lichtgekleurd, hoog alcohol";"3";"Blond & Krachtig"
"609";"2021-02-22 13:51:17 +0100";"2021-02-22 13:51:17 +0100";"Imperial Porter";"Een zwaardere en intensere variant van de porter; Een donkergekleurd moutig bier waarbij de basis van de smaak uit de mouten komt; lichte roast-tonen en karamel. Het bier is mooi vol en soepel.";"7";"8.5";"5.5";"59";"79";"40";"0";"4";"6";"0";"6";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"612";"2021-02-22 13:51:18 +0100";"2021-02-22 13:51:18 +0100";"Eisbock";"Een gevriesdestilleerde variant van de bock. Een hoger alcoholpercentage en intensere smaak wordt verkregen door het bier te bevriezen en ijskristallen eruit te halen. Hierdoor haal je water uit het bier en concentreer je smaak, kleur en alcohol.";"11";"14.0";"9.0";"67";"100";"35";"1";"2";"8";"0";"9";"7";"Duitsland";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"615";"2021-02-22 13:51:18 +0100";"2021-02-22 13:51:18 +0100";"Amerikaanse Red Ale";"Dit bier is een roodgekleurde variant van de Amerikaanse IPA. Het is een hoppig, relatief krachtig bier, met wat karamel en moutige smaken. De balans kan hier aardig in wisselen, tussen zeer hoppig of zeer moutig. De bitter is echter altijd goed aanwezig.";"5";"6.2";"4.5";"27";"34";"20";"6";"6";"6";"1";"3";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"618";"2021-02-25 11:09:24 +0100";"2021-02-22 13:51:18 +0100";"Imperial Haverstout";"Een zware en intense variant van de oatmeal stoutl; een zwart bier met in de smaak veel invloeden van de gebruikte mouten; geroosterde smaken, koffie, cacao, maar ook tonen van karamel. Door het gebruik van haver(mout) krijgt het bier een wat romiger mondgevoel en een dikkere body. Hierdoor kan het bier iets zoeter ervaren worden.";"9";"12.0";"6.0";"79";"99";"59";"0";"4";"7";"0";"3";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"621";"2021-02-25 11:08:59 +0100";"2021-02-22 13:51:18 +0100";"Goudblond";"Een blond bier van gemiddelde sterkte, de complexiteit van de Belgische gist is duidelijk aanwezig, dan ruik en proef je aan het subtiele kruidig/fruitige aroma. Heeft een lichte moutige zoetigheid, body is goed doordrinkbaar en het bier trekt droog weg.";"6";"7.5";"6.0";"11";"14";"8";"3";"4";"4";"1";"5";"31";"België";"486";"Lichtgekleurd, hoog alcohol";"3";"Blond & Krachtig"
"624";"2021-02-22 13:51:19 +0100";"2021-02-22 13:51:19 +0100";"Noord Amerikaanse Lager";"Een Noord Amerikaanse ondergistende, blonde bierstijl waar afwijkende zetmeelbronnen aan toegevoegd worden, zoals rijst of mais. Verder qua smaak vergelijkbaar met de American Lager; Een zeer lichtgekleurd droog bier met relatief veel koolzuur. Gemiddeld genomen is de smaak wat minder intens dan Nederlands pils. Het smaakprofiel is neutraal met een lage bitterheid, en de afdronk is droog, wat uitnodigt tot een volgende slok.";"4";"5.3";"4.2";"6";"8";"4";"1";"4";"2";"0";"1";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"627";"2021-02-25 11:08:59 +0100";"2021-02-22 13:51:19 +0100";"Meibock";"Een ondergistend blond tot amberkleurig bier met een fijn brood-achtig moutig aroma en subtiele kruidige en grassige toetsen van klassieke nobelhoppen.";"6";"7.4";"6.3";"24";"35";"14";"3";"3";"4";"0";"3";"7";"Duitsland";"486";"Lichtgekleurd, hoog alcohol";"3";"Blond & Krachtig"
"630";"2021-02-22 13:51:19 +0100";"2021-02-22 13:51:19 +0100";"Amerikaans Witbier";"Een variant op de Pale Ale (droog, blond, bitter en hoppig) waarbij tarwe een belangrijk onderdeel van het smaakprofiel is. Tarwe geeft bier een wazigheid mee en een licht-zurige smaak af. Je kunt een American Pale Wheat Ale zien als een hoppig witbier. Iets zoeter en troebeler dan een normale Pale Ale, of flink hoppiger dan een witbier.";"5";"6.0";"4.5";"13";"16";"10";"6";"4";"4";"1";"4";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"633";"2021-02-22 13:51:19 +0100";"2021-02-22 13:51:19 +0100";"Zwickel";"Een verzamelnaam voor Duitse lagers, maar dan vers en van de tank, dat is de oorsprong van de naam Kellerbier. Vers, ongefilterd en ongepasteuriseerd, mooie cleane smaak, kruidige aroma's van de nobelhoppen en een fijne broodachtige moutigheid in geur en smaak. Body is redelijk dun, moet goed doordrinkbaar zijn.";"5";"5.4";"4.7";"10";"14";"6";"2";"5";"4";"0";"2";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"636";"2021-02-22 13:51:19 +0100";"2021-02-22 13:51:19 +0100";"Europese Lager";"Een verzamelnaam voor lichtgekleurde Europese ondergistende bieren die niet in hun specifieke klasse vallen. Deze zijn lichtgekleurd met een gebalanceerd aroma en smaak.";"5";"6.1";"5.0";"9";"12";"6";"1";"5";"3";"0";"2";"34";"Tsjechië";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"639";"2021-02-22 13:51:19 +0100";"2021-02-22 13:51:19 +0100";"Burton Ale";"Een rijk, moutig, zoet en toch bitter donker bier met een gematigde hoeveelheid alcohol. Het bier is zeer volmondig, waarbij hop in de afdronk compenseert voor het volle en zoetige. Fruitige tonen accentueren de rijke moutsmaken.";"6";"7.5";"5.0";"36";"44";"28";"2";"6";"6";"1";"5";"19";"Groot Brittanië";"489";"Donkergekleurd, hoog alcohol";"24";"Donker & Elegant"
"642";"2021-02-22 13:51:19 +0100";"2021-02-22 13:51:19 +0100";"Imperial Milkstout";"Een zwart bier met in de smaak veel invloeden van de gebruikte mouten; geroosterde smaken, koffie, cacao, maar ook veel tonen van karamel. Om de moutbitters wat af te vlakken is aan dit bier lactose toegevoegd, wat een lichte zoetigheid en een romig mondgevoel aan het bier geeft. Balans is hier zeker wel belangrijk, het bier hoort niet overdreven zoet te zijn. De imperial-versie heeft intensere smaken en een hoger alcoholpercentage.";"10";"12.0";"8.0";"79";"99";"59";"0";"5";"7";"0";"8";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"645";"2021-02-25 11:09:00 +0100";"2021-02-22 13:51:19 +0100";"Gepeperd bier";"Verzamelnaam voor een bierstijl of biertype waar pepers aan toegevoegd zijn. De pepers kunnen gebruikt zijn voor smaak, aroma of pittigheid. Dit bier is vaak wel pittiger dan de normale variant van de stijl.";"8";"15.0";"2.5";"50";"100";"0";"5";"5";"9";"1";"5";"61";"Chili";"480";"Overige stijlen of fermentaties";"18";"Intens & Uitdagend"
"648";"2021-02-25 11:09:25 +0100";"2021-02-22 13:51:20 +0100";"Quad";"Een bovengistend, zwaar, donker volmoutig biertype met een complexe, zwaar alcoholwarmende smaak. Het is een soort zware versie van een dubbel abdij/trappist type bier.";"11";"14.2";"9.0";"52";"72";"32";"4";"3";"7";"1";"8";"31";"België";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"651";"2021-02-22 13:51:23 +0100";"2021-02-22 13:51:23 +0100";"Milkshake Pale Ale";"Een variant van een pale ale (de basis kan iedere pale ale zijn, maar meestal wordt de Amerikaanse variant gebruikt) waar lactose aan toegevoegd wordt. Dit geeft het bier een romige en licht zoetige smaak.";"5";"6.0";"4.5";"16";"24";"8";"6";"3";"6";"0";"9";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"654";"2021-02-22 13:51:25 +0100";"2021-02-22 13:51:25 +0100";"Peperbier";"Verzamelnaam voor een bierstijl of biertype waar pepers aan toegevoegd zijn. De pepers kunnen gebruikt zijn voor smaak, aroma of pittigheid. Dit bier is vaak wel pittiger dan de normale variant van de stijl.";"8";"15.0";"2.5";"50";"100";"0";"5";"5";"9";"1";"5";"61";"Chili";"480";"Overige stijlen of fermentaties";"18";"Intens & Uitdagend"
"657";"2021-02-22 13:51:27 +0100";"2021-02-22 13:51:27 +0100";"Steinbier";"De smaak en dus ook de basisstijl van dit bier kan in verschillende categoriën vallen, het brouwproces bepaalt dat een bier een steinbier is. Als verwarmingsmethode worden hete stenen gebruikt die in de maisch en wort worden gelegd om het te verwarmen. Hierdoor worden zeer hoge temperaturen en ook een hoge mate van karamelisatie bereikt, wat op zichzelf weer terugkomt in de smaak.";"6";"8.0";"4.0";"39";"59";"20";"3";"3";"4";"2";"6";"228";"Slovenië";"480";"Overige stijlen of fermentaties";"24";"Donker & Elegant"
"660";"2021-02-22 13:51:29 +0100";"2021-02-22 13:51:29 +0100";"Mede";"Een gefermenteerde drank van een combinatie tussen water en honing. De smaak kan variëren van zoet tot droog en heeft overwegend een honing-karakter.";"10";"18.0";"3.5";"51";"99";"4";"1";"1";"7";"0";"9";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"18";"Intens & Uitdagend"
"663";"2021-02-25 11:08:39 +0100";"2021-02-22 13:51:30 +0100";"Bier met Brett";"Een droger en fruitiger bier dan dat de basisstijl suggereert (brett bier is een verzamelnaam voor een brett bier op basis van een bestaande stijl, bijvoorbeeld Brett IPA of Brett Tripel). Het bier is ""funky"", de intensiteit hiervan is afhankelijk van de gebruikte Brett-soort. Kan doen denken aan een stallig aroma, of stro. Hoe ouder het bier, hoe intensiever dit funky aroma. Het bier mag een zuurtje bevatten.";"8";"15.0";"2.5";"50";"100";"0";"6";"2";"8";"4";"1";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"12";"Wild & Zuur"
"666";"2021-02-25 11:08:40 +0100";"2021-02-22 13:51:31 +0100";"Graff";"Een hybride tussen bier en cider.";"7";"9.0";"6.0";"51";"98";"4";"5";"5";"5";"2";"2";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
